from_stop_id,to_stop_id,transfer_type,min_transfer_time
1166824,3765261,2,268
1166824,3765262,2,243
1166824,3765302,2,205
1166824,3765303,2,250
1166825,3765261,2,268
1166825,3765262,2,243
1166825,3765302,2,205
1166825,3765303,2,250
1166826,3765264,2,248
1166826,3765300,2,217
1166826,3887747,2,279
1166826,4798880,2,252
1166827,3765264,2,248
1166827,3765300,2,217
1166827,3887747,2,279
1166827,4798880,2,252
1166830,1956,2,900
1166830,2211,2,900
1166830,3813089,2,216
1166830,3813090,2,196
1166830,4035984,2,196
1166830,4035985,2,216
1166831,1956,2,900
1166831,2211,2,900
1166831,3813089,2,216
1166831,3813090,2,196
1166831,4035984,2,196
1166831,4035985,2,216
1166832,1955,2,420
1166832,1956,2,180
1166832,2210,2,240
1166832,2211,2,180
1166832,3673587,2,266
1166832,3673588,2,259
1166832,3747837,2,265
1166832,3764979,2,266
1166832,3764980,2,259
1166832,3813082,2,319
1166832,3813083,2,266
1166832,3813084,2,190
1166832,3813085,2,197
1166832,3813086,2,189
1166832,3926298,2,259
1166832,3926299,2,265
1166832,3926339,2,216
1166832,4035988,2,207
1166832,4035989,2,197
1166832,4035990,2,265
1166832,4035991,2,259
1166832,4035992,2,272
1166832,4036205,2,259
1166832,4036206,2,197
1166832,4036207,2,265
1166832,4036640,2,266
1166832,4037183,2,266
1166832,4037184,2,265
1166832,4044996,2,259
1166832,4459260,2,265
1166833,1955,2,420
1166833,1956,2,180
1166833,2210,2,240
1166833,2211,2,180
1166833,3673587,2,266
1166833,3673588,2,259
1166833,3747837,2,265
1166833,3764979,2,266
1166833,3764980,2,259
1166833,3813082,2,319
1166833,3813083,2,266
1166833,3813084,2,190
1166833,3813085,2,197
1166833,3813086,2,189
1166833,3926298,2,259
1166833,3926299,2,265
1166833,3926339,2,216
1166833,4035988,2,207
1166833,4035989,2,197
1166833,4035990,2,265
1166833,4035991,2,259
1166833,4035992,2,272
1166833,4036205,2,259
1166833,4036206,2,197
1166833,4036207,2,265
1166833,4036640,2,266
1166833,4037183,2,266
1166833,4037184,2,265
1166833,4044996,2,259
1166833,4459260,2,265
1166834,1965,2,420
1166834,1967,2,480
1166834,2036,2,180
1166834,2155,2,180
1166834,2220,2,420
1166834,2222,2,480
1166834,3442415,2,152
1166834,3442416,2,152
1166834,3687428,2,246
1166834,3687469,2,241
1166834,3764615,2,252
1166834,3764616,2,199
1166834,3764660,2,252
1166834,3764661,2,199
1166834,3764811,2,243
1166834,3764812,2,160
1166834,3764845,2,308
1166834,3926387,2,246
1166834,3926439,2,160
1166834,4016265,2,221
1166834,4016266,2,221
1166834,4016267,2,160
1166834,4016268,2,314
1166834,4016324,2,243
1166834,4016325,2,168
1166834,4016326,2,243
1166834,4016327,2,308
1166834,4036649,2,314
1166834,4036767,2,246
1166834,4036769,2,240
1166834,4036822,2,314
1166834,4036985,2,200
1166834,4036986,2,189
1166834,4037196,2,221
1166834,4037197,2,198
1166834,4037198,2,246
1166834,4037199,2,308
1166834,4459252,2,246
1166834,4459253,2,221
1166834,4651134,2,243
1166834,4651135,2,198
1166834,6591456,2,200
1166834,6591457,2,204
1166834,7161642,2,213
1166834,7161643,2,213
1166834,7161644,2,213
1166834,7275450,2,243
1166834,7275451,2,199
1166834,7275452,2,270
1166834,7275453,2,198
1166835,1965,2,420
1166835,1967,2,480
1166835,2036,2,180
1166835,2155,2,180
1166835,2220,2,420
1166835,2222,2,480
1166835,3442415,2,152
1166835,3442416,2,152
1166835,3687428,2,246
1166835,3687469,2,241
1166835,3764615,2,252
1166835,3764616,2,199
1166835,3764660,2,252
1166835,3764661,2,199
1166835,3764811,2,243
1166835,3764812,2,160
1166835,3764845,2,308
1166835,3926387,2,246
1166835,3926439,2,160
1166835,4016265,2,221
1166835,4016266,2,221
1166835,4016267,2,160
1166835,4016268,2,314
1166835,4016324,2,243
1166835,4016325,2,168
1166835,4016326,2,243
1166835,4016327,2,308
1166835,4036649,2,314
1166835,4036767,2,246
1166835,4036769,2,240
1166835,4036822,2,314
1166835,4036985,2,200
1166835,4036986,2,189
1166835,4037196,2,221
1166835,4037197,2,198
1166835,4037198,2,246
1166835,4037199,2,308
1166835,4459252,2,246
1166835,4459253,2,221
1166835,4651134,2,243
1166835,4651135,2,198
1166835,6591456,2,200
1166835,6591457,2,204
1166835,7161642,2,213
1166835,7161643,2,213
1166835,7161644,2,213
1166835,7275450,2,243
1166835,7275451,2,199
1166835,7275452,2,270
1166835,7275453,2,198
1166838,3811234,2,226
1166838,3811284,2,186
1166838,4008206,2,226
1166838,4008281,2,186
1166839,3811234,2,226
1166839,3811284,2,186
1166839,4008206,2,226
1166839,4008281,2,186
1166840,1715,2,140
1166840,1724,2,180
1166840,2460,2,140
1166840,2469,2,180
1166840,3747809,2,195
1166840,3747810,2,195
1166840,3749688,2,108
1166840,3749689,2,215
1166840,3749690,2,225
1166840,3749691,2,252
1166840,3764794,2,186
1166840,3764795,2,186
1166840,3893335,2,187
1166840,3893336,2,187
1166840,4016358,2,242
1166840,4016359,2,207
1166840,4035038,2,210
1166840,4035039,2,210
1166840,4036660,2,254
1166840,4036661,2,227
1166840,4036747,2,226
1166840,4036748,2,227
1166840,4036749,2,235
1166840,4036827,2,254
1166840,4045022,2,225
1166840,4459239,2,226
1166840,4459240,2,235
1166840,4473190,2,210
1166840,4473191,2,210
1166840,4473192,2,252
1166840,5018190,2,254
1166840,5018192,2,226
1166840,5657267,2,204
1166840,5657268,2,205
1166840,5657328,2,108
1166840,7176249,2,254
1166840,7176251,2,226
1166841,1715,2,140
1166841,1724,2,180
1166841,2460,2,140
1166841,2469,2,180
1166841,3747809,2,195
1166841,3747810,2,195
1166841,3749688,2,108
1166841,3749689,2,215
1166841,3749690,2,225
1166841,3749691,2,252
1166841,3764794,2,186
1166841,3764795,2,186
1166841,3893335,2,187
1166841,3893336,2,187
1166841,4016358,2,242
1166841,4016359,2,207
1166841,4035038,2,210
1166841,4035039,2,210
1166841,4036660,2,254
