from_stop_id,to_stop_id,transfer_type,min_transfer_time
3442570,4473359,2,84
3442570,4473360,2,77
3442570,4473361,2,48
3442570,7275679,2,84
3442570,7275680,2,111
3442577,5121565,2,67
3442577,5121566,2,70
3442577,7131591,2,67
3442578,5121565,2,54
3442578,5121566,2,56
3442578,7131591,2,54
3442581,1884,2,240
3442581,2280,2,240
3442581,3681809,2,35
3442581,3681810,2,125
3442581,3681850,2,125
3442581,4015763,2,26
3442581,5121341,2,134
3442581,5121342,2,119
3442581,6591507,2,119
3442581,6591508,2,134
3442581,7131568,2,87
3442582,1884,2,216
3442582,2280,2,216
3442582,3681809,2,45
3442582,3681810,2,104
3442582,3681850,2,104
3442582,4015762,2,26
3442582,5121341,2,131
3442582,5121342,2,122
3442582,6591507,2,122
3442582,6591508,2,131
3442582,7131568,2,92
3442583,4015765,2,29
3442583,7069344,2,25
3442583,7069345,2,25
3442583,7131566,2,9
3442583,7131567,2,9
3442583,7131585,2,55
3442583,7131586,2,55
3442584,4015764,2,29
3442584,7069344,2,43
3442584,7069345,2,43
3442584,7131566,2,21
3442584,7131567,2,21
3442584,7131585,2,82
3442584,7131586,2,82
3442585,4015767,2,110
3442586,4015766,2,110
3442587,4008271,2,61
3442587,4015769,2,27
3442587,4687379,2,71
3442587,7131581,2,138
3442588,4008271,2,83
3442588,4015768,2,27
3442588,4687379,2,87
3442590,4008265,2,29
3442590,4015770,2,29
3442592,4008266,2,54
3442592,4008267,2,54
3442592,4015771,2,90
3442592,4015772,2,9
3442593,4008266,2,54
3442593,4008267,2,54
3442593,4015771,2,90
3442593,4015772,2,9
3442594,4008269,2,102
3442594,4015772,2,140
3442594,4015830,2,102
3442595,4008268,2,102
3442595,4015771,2,99
3442595,4015829,2,102
3446763,3673630,2,48
3446763,3673631,2,11
3446764,3673631,2,39
3446767,5922192,2,95
3446767,5922193,2,75
3446769,5922192,2,19
3446769,5922193,2,7
3446770,5922193,2,23
3446771,5922191,2,48
3446772,5922194,2,48
3446775,3689910,2,101
3446775,3689911,2,125
3446776,3689910,2,55
3446776,3689911,2,51
3446785,6682716,2,100
3446787,6682650,2,67
3446788,6682651,2,67
3446789,6682648,2,44
3446790,6682649,2,44
3446791,6682646,2,38
3446792,6682646,2,9
3446792,6682647,2,33
3446794,3685725,2,122
3446794,3685726,2,122
3446794,3685779,2,122
3446794,3685834,2,115
3446794,3685835,2,122
3446800,6682653,2,99
3446800,6682717,2,44
3616865,2010,2,211
3616865,2129,2,211
3616865,3682633,2,18
3616865,3682634,2,18
3616865,3686084,2,60
3616865,3708146,2,60
3616865,3922317,2,60
3616865,4028810,2,15
3616865,4028811,2,9
3616865,4028877,2,15
3616865,4028878,2,9
3616865,4028914,2,9
3616865,4208517,2,18
3616865,4208518,2,18
3616865,4614233,2,15
3616865,4614234,2,9
3616866,2010,2,209
3616866,2129,2,209
3616866,3682633,2,42
3616866,3682634,2,42
3616866,4028810,2,47
3616866,4028811,2,54
3616866,4028877,2,47
3616866,4028878,2,54
3616866,4028914,2,54
3616866,4208517,2,42
3616866,4208518,2,42
3616866,4614233,2,47
3616866,4614234,2,54
3616870,4614247,2,15
3616871,4614248,2,15
3616872,4614245,2,23
3616873,4614246,2,23
3616874,4614243,2,15
3616875,4614243,2,34
3616875,4614244,2,20
3616876,4614245,2,91
3616876,4614246,2,105
3616877,4614245,2,91
3616877,4614246,2,105
3616879,3682635,2,27
3616879,4208519,2,27
3616880,4614245,2,91
3616880,4614246,2,105
3616881,4614243,2,34
3616881,4614244,2,20
3616882,4614246,2,23
3616883,4614248,2,15
3616886,3682635,2,27
3616886,4208519,2,27
3616887,2010,2,211
3616887,2129,2,211
3616887,3682633,2,18
3616887,3682634,2,18
3616887,3686084,2,60
3616887,3708146,2,60
3616887,3922317,2,60
3616887,4028810,2,15
3616887,4028811,2,9
3616887,4028877,2,15
3616887,4028878,2,9
3616887,4028914,2,9
3616887,4208517,2,18
3616887,4208518,2,18
3616887,4614233,2,15
3616887,4614234,2,9
3616888,5922171,2,46
3616888,5922214,2,29
3616889,5922171,2,55
3616889,5922214,2,82
3616890,3446787,2,73
3616890,3446788,2,7
3616890,6682650,2,7
3616890,6682651,2,73
3616891,3446787,2,67
3616891,6682651,2,67
3616892,3446790,2,44
3616892,6682648,2,44
3616893,3446789,2,44
3616893,6682649,2,44
3616898,3446797,2,55
3616898,3446798,2,106
3616898,4614686,2,99
3616899,3446797,2,90
3616899,3446798,2,8
3616899,4614687,2,99
3616900,4614684,2,103
3616901,4614685,2,103
3616902,4614682,2,133
3616903,4614683,2,133
3616904,4614680,2,22
3616905,4614681,2,22
3616906,4614678,2,30
3616907,4614588,2,141
3616907,4614679,2,30
3616907,4614777,2,141
3616908,4614676,2,22
3616909,4614632,2,22
3616909,4614677,2,22
3616909,4614778,2,22
3616910,4614585,2,75
3616910,4614586,2,65
3616910,4614674,2,60
3616910,4614675,2,65
3616910,4614779,2,65
3616911,4614585,2,45
3616911,4614586,2,45
3616911,4614674,2,54
3616911,4614675,2,45
3616911,4614779,2,45
3616931,6682653,2,99
3616931,6682717,2,44
3619130,1749,2,244
3619130,2427,2,244
3619130,3442448,2,84
3619130,3442449,2,34
3619130,3926174,2,60
3619130,3926175,2,60
3619130,3926176,2,39
3619130,5121994,2,34
3619130,5121995,2,41
3619131,1749,2,244
3619131,2427,2,244
3619131,3442448,2,84
3619131,3442449,2,34
3619131,3926174,2,60
3619131,3926175,2,60
3619131,3926176,2,39
3619131,5121994,2,34
3619131,5121995,2,41
3619134,5604540,2,108
3619135,5604540,2,86
3619136,5604540,2,144
3619139,5121766,2,96
3619139,5121767,2,87
3619140,1880,2,214
3619140,2276,2,214
3619140,5121768,2,67
3619140,5121769,2,53
3619140,5121989,2,53
3619140,5121990,2,67
3619143,3681975,2,28
3619143,3681982,2,28
3619143,3681985,2,110
3619143,3681986,2,65
3619143,3682005,2,65
3619144,3681975,2,88
3619144,3681982,2,88
3619144,3681985,2,118
3619147,3682004,2,60
3619148,3681976,2,60
3619148,3681983,2,60
3619154,4458761,2,80
3619154,4458820,2,83
3619155,4458760,2,53
3619155,4458821,2,49
3619155,7275681,2,111
3619156,4458760,2,58
3619156,4458821,2,66
3619156,7275681,2,135
3619163,7275622,2,45
3619163,7275623,2,6
3619164,7275622,2,45
3619164,7275623,2,6
3619165,4458820,2,30
3619167,1880,2,312
3619167,2276,2,312
3619167,3681989,2,128
3619167,3682008,2,128
3619167,5121768,2,82
3619167,5121769,2,97
3619167,5121989,2,97
3619167,5121990,2,82
3619168,3681971,2,112
3619168,3681979,2,112
3619168,3682009,2,112
3619168,3729703,2,112
3619285,3619735,2,69
3619285,3619736,2,108
3619285,3619737,2,40
3619285,3619738,2,21
3619286,3619733,2,120
3619286,3619735,2,119
3619286,3619737,2,15
3619286,3619738,2,35
3619287,3619735,2,44
3619287,3619737,2,137
3619287,3619738,2,129
3619288,3619736,2,44
3619288,3619737,2,104
3619288,3619738,2,91
3619289,3619733,2,106
3619289,3619734,2,42
3619290,3619735,2,107
3619290,3619736,2,144
3619290,3619737,2,18
3619290,3619738,2,15
3619291,3619731,2,144
3619292,3619732,2,144
3619293,3619730,2,75
3619370,3619665,2,82
3619370,3619668,2,46
3619372,3619667,2,84
3619372,4614272,2,99
3619372,4614273,2,117
3619372,4614330,2,99
3619373,3619666,2,73
3619373,3619667,2,9
3619373,4614272,2,25
3619373,4614273,2,44
3619373,4614330,2,25
3619377,3619739,2,75
3619390,3619629,2,53
3619390,3619670,2,144
3619391,3619629,2,92
3619392,3619631,2,28
3619393,3619630,2,28
3619394,3619632,2,8
3619394,3619633,2,87
3619395,3619632,2,90
3619395,3619633,2,19
3619404,1904,2,197
3619404,2300,2,197
3619404,3619390,2,116
3619404,3619391,2,39
3619404,3619433,2,39
3619404,3619473,2,23
3619404,3619474,2,39
3619404,3619629,2,62
3619404,3619670,2,39
3619404,3619837,2,82
3619404,3619838,2,39
3619404,4036224,2,18
3619404,5478422,2,18
3619404,5478423,2,84
3619405,1904,2,205
3619405,2300,2,205
3619405,3619390,2,144
3619405,3619432,2,39
3619405,3619473,2,56
3619405,3619629,2,92
3619405,3619837,2,113
3619405,4036224,2,39
3619405,5478422,2,39
3619405,5478423,2,84
3619406,3619393,2,28
3619406,3619435,2,28
3619406,3619476,2,28
3619406,3619631,2,28
3619406,4036186,2,80
3619406,5478460,2,80
3619407,3619392,2,28
3619407,3619434,2,28
3619407,3619475,2,28
3619407,3619630,2,28
3619407,4036186,2,50
3619407,4036225,2,28
3619407,5478460,2,50
3619408,3619394,2,8
3619408,3619395,2,90
3619408,3619437,2,84
3619408,3619478,2,84
3619408,3619633,2,84
3619408,4036185,2,84
3619409,3619394,2,87
3619409,3619395,2,19
3619409,3619436,2,84
3619409,3619477,2,84
3619409,3619632,2,84
3619409,4036226,2,84
3619410,3619439,2,61
3619410,3619635,2,61
3619410,4036184,2,61
3619411,3619438,2,61
3619411,3619634,2,61
3619411,4036227,2,61
3619412,3619441,2,45
3619412,3619636,2,58
3619412,3619637,2,89
3619412,3687019,2,58
3619412,3687020,2,89
3619412,4035936,2,89
3619412,4035937,2,58
3619412,4036183,2,45
3619412,7275735,2,58
3619412,7275736,2,89
3619413,3619440,2,45
3619413,3619636,2,36
3619413,3619637,2,66
3619413,3687019,2,36
3619413,3687020,2,66
3619413,4035936,2,66
3619413,4035937,2,36
3619413,4036228,2,45
3619413,7275735,2,36
3619413,7275736,2,66
3619414,3619443,2,65
3619414,4036182,2,65
3619415,3619442,2,65
3619415,4036229,2,65
3619416,3619445,2,143
3619416,4036181,2,143
3619417,3619444,2,143
3619417,3743479,2,143
3619417,3743480,2,143
3619417,3743513,2,143
3619417,3743514,2,143
3619417,4036230,2,143
3619418,3619447,2,29
3619418,3743477,2,29
3619418,3743511,2,29
3619418,4036180,2,29
3619419,3619446,2,29
3619419,3743478,2,29
3619419,3743512,2,29
3619419,4036231,2,29
3619420,3619449,2,35
3619420,3743475,2,35
3619420,3743509,2,35
3619420,4036179,2,35
3619421,3619448,2,35
3619421,3743476,2,35
3619421,3743510,2,35
3619421,4036232,2,35
3619422,3619451,2,19
3619422,3718028,2,74
3619422,3718077,2,74
3619422,3718115,2,74
3619422,3743473,2,19
3619422,3743507,2,19
3619422,4036178,2,19
3619422,4180941,2,74
3619422,4614465,2,74
3619422,6401886,2,74
3619423,3619450,2,19
3619423,3619452,2,135
3619423,3718028,2,85
3619423,3718077,2,85
3619423,3718115,2,85
3619423,3743474,2,19
3619423,3743508,2,19
3619423,4036233,2,19
3619423,4180941,2,85
3619423,4614465,2,85
3619423,6401772,2,135
3619423,6401810,2,135
3619423,6401886,2,85
3619423,6401891,2,135
3619424,3619452,2,108
3619424,3718026,2,36
3619424,3718075,2,36
3619424,3718114,2,48
3619424,3743471,2,36
3619424,3743505,2,36
3619424,4036177,2,36
3619424,4180940,2,36
3619424,4614424,2,36
3619424,6401772,2,108
3619424,6401810,2,108
3619424,6401891,2,108
3619425,3619452,2,119
3619425,3718027,2,36
3619425,3718076,2,36
3619425,3718088,2,36
3619425,3718114,2,13
3619425,3743472,2,36
3619425,3743506,2,36
3619425,4036234,2,36
3619425,4614423,2,36
3619425,6401772,2,119
3619425,6401810,2,119
3619425,6401891,2,119
3619426,3718024,2,122
3619426,3718025,2,102
3619426,3718073,2,122
3619426,3718074,2,102
3619426,3718089,2,102
3619426,3718113,2,126
3619426,3743469,2,122
3619426,3743470,2,102
3619426,3743503,2,122
3619426,3743504,2,102
3619426,4036176,2,122
3619426,4036235,2,102
3619426,4180939,2,122
3619426,4614425,2,139
3619427,3718026,2,128
3619427,3718027,2,130
3619427,3718075,2,128
3619427,3718076,2,130
3619427,3718088,2,130
3619427,3718114,2,122
3619427,3743471,2,128
3619427,3743472,2,130
3619427,3743505,2,128
3619427,3743506,2,130
3619427,4036177,2,128
3619427,4036234,2,130
3619427,4180940,2,128
3619427,4614423,2,130
3619427,4614424,2,128
3619429,3718025,2,139
3619429,3718074,2,139
3619429,3718089,2,139
3619429,3743470,2,139
3619429,3743504,2,139
3619429,4036235,2,139
3619430,3718023,2,120
3619430,3718072,2,120
3619430,3718090,2,120
3619430,3743468,2,120
3619430,3743502,2,120
3619430,4036236,2,120
3619431,3718023,2,112
3619431,3718072,2,112
3619431,3718090,2,112
3619431,3743468,2,112
3619431,3743502,2,112
3619431,4036236,2,112
3619432,1904,2,197
3619432,2300,2,197
3619432,3619390,2,116
3619432,3619391,2,39
3619432,3619629,2,62
3619432,3619670,2,39
3619433,1904,2,205
3619433,2300,2,205
3619433,3619390,2,144
3619433,3619629,2,92
3619434,3619393,2,28
3619434,3619631,2,28
3619435,3619392,2,28
3619435,3619630,2,28
3619436,3619394,2,8
3619436,3619395,2,90
3619436,3619633,2,84
3619437,3619394,2,87
3619437,3619395,2,19
3619437,3619632,2,84
3619438,3619635,2,61
3619439,3619634,2,61
3619440,3619636,2,58
3619440,3619637,2,89
3619440,4035936,2,89
3619440,4035937,2,58
3619441,3619636,2,36
3619441,3619637,2,66
3619441,4035936,2,66
3619441,4035937,2,36
3619455,3619648,2,137
3619455,3619650,2,56
3619455,3619651,2,24
3619456,3619650,2,80
3619456,3619651,2,61
3619457,3619648,2,68
3619458,3619649,2,68
3619458,3619651,2,115
3619459,3619646,2,59
3619460,3619647,2,59
3619469,4614271,2,28
3619470,4614270,2,28
3619470,4614329,2,28
3619471,3619373,2,73
3619471,3619667,2,84
3619471,4614272,2,99
3619471,4614273,2,117
3619471,4614330,2,99
3619472,3619372,2,89
3619472,3619373,2,17
3619472,3619666,2,89
3619472,3619667,2,10
3619472,4614272,2,15
3619472,4614273,2,27
3619472,4614330,2,15
3619473,1904,2,191
3619473,2300,2,191
3619473,3619390,2,91
3619473,3619391,2,56
3619473,3619432,2,23
3619473,3619433,2,56
3619473,3619629,2,38
3619473,3619670,2,56
3619473,3619837,2,59
3619473,3619838,2,56
3619473,4036224,2,41
3619473,5478422,2,41
3619473,5478423,2,107
3619474,1904,2,205
3619474,2300,2,205
3619474,3619390,2,144
3619474,3619432,2,39
3619474,3619629,2,92
3619474,3619837,2,113
3619474,4036224,2,39
3619474,5478422,2,39
3619474,5478423,2,84
3619475,3619393,2,28
3619475,3619435,2,28
3619475,3619631,2,28
3619475,4036186,2,80
3619475,5478460,2,80
3619476,3619392,2,28
3619476,3619434,2,28
3619476,3619630,2,28
3619476,4036186,2,50
3619476,4036225,2,28
3619476,5478460,2,50
3619477,3619394,2,8
3619477,3619395,2,90
3619477,3619437,2,84
3619477,3619633,2,84
3619477,4036185,2,84
3619478,3619394,2,87
3619478,3619395,2,19
3619478,3619436,2,84
3619478,3619632,2,84
3619478,4036226,2,84
3619481,3687033,2,14
3619481,4035939,2,14
3619482,3687017,2,33
3619482,3687033,2,33
3619482,4035939,2,33
3619482,4035999,2,33
3619666,4614272,2,99
3619666,4614273,2,117
3619666,4614330,2,99
3619667,4614272,2,14
3619667,4614273,2,33
3619667,4614330,2,14
3619743,3686299,2,45
3619743,3686300,2,128
3619743,3686374,2,45
3619743,3686375,2,128
3619743,3686464,2,128
3619743,3686492,2,128
3619743,3781667,2,128
3619743,3781668,2,34
3619743,4035969,2,26
3619743,4035970,2,91
3619744,3686299,2,90
3619744,3686374,2,90
3619744,4035970,2,36
3619751,3619800,2,71
3619751,3619801,2,49
3619764,3730091,2,54
3619764,3730092,2,74
3619765,3730091,2,28
3619765,3730092,2,53
3619766,3619286,2,143
3619766,3619289,2,18
3619766,3619733,2,89
3619766,3619734,2,23
3619767,3619286,2,120
3619767,3619289,2,106
3619767,3619734,2,72
3619767,3619737,2,131
3619768,3619292,2,144
3619768,3619731,2,144
3619769,3619291,2,144
3619769,3619732,2,144
3619770,3619377,2,75
3619770,3619730,2,75
3619771,3619377,2,98
3619771,3619730,2,98
3619772,3619293,2,112
3619772,3619377,2,55
3619772,3619730,2,55
3619772,3619739,2,112
3619773,3619824,2,109
3619773,3619825,2,121
3619774,3619824,2,43
3619774,3619825,2,47
3619775,3619301,2,25
3619776,3619300,2,25
3619778,3619802,2,46
3619778,3619803,2,61
3619781,6143553,2,9
3619781,6143576,2,36
3619781,6143598,2,36
3619782,6143553,2,26
3619782,6143576,2,26
3619782,6143598,2,26
3619792,3686311,2,76
3619792,3686386,2,76
3619792,3686458,2,117
3619792,3686486,2,117
3619793,3686310,2,45
3619793,3686311,2,105
3619793,3686385,2,45
3619793,3686386,2,105
3619794,3686313,2,10
3619794,3686388,2,10
3619794,3686457,2,10
3619794,3686485,2,10
3619795,3686312,2,10
3619795,3686387,2,10
3619796,3686315,2,36
3619796,3686390,2,36
3619796,3686456,2,36
3619796,3686484,2,36
3619797,3686314,2,36
3619797,3686389,2,36
3619798,3686316,2,97
3619798,3686317,2,99
3619798,3686391,2,97
3619798,3686392,2,99
3619798,3686455,2,99
3619798,3686483,2,99
3619799,3686316,2,101
3619799,3686317,2,99
3619799,3686391,2,101
3619799,3686392,2,99
3619799,3686455,2,99
3619799,3686483,2,99
3619806,4035961,2,83
3619806,4035962,2,48
3619807,4035961,2,115
3619807,4035962,2,80
3619808,4035959,2,70
3619809,4035960,2,70
3619810,4035956,2,82
3619811,4035957,2,82
3619812,4035954,2,35
3619813,4035955,2,35
3619814,3730095,2,78
3619814,3730096,2,62
3619814,4035952,2,30
3619815,3730095,2,80
3619815,3730096,2,93
3619815,4035953,2,30
3619826,3619296,2,66
3619826,3619297,2,80
3619827,3619296,2,40
3619827,3619297,2,54
3619828,3619294,2,18
3619829,3619295,2,18
3619830,3619728,2,63
3619831,3619728,2,64
3619831,3619729,2,25
3619837,1904,2,248
3619837,2300,2,248
3619837,3619390,2,33
3619837,3619391,2,113
3619837,3619432,2,82
3619837,3619433,2,113
3619837,3619629,2,20
3619837,3619670,2,113
3619837,4036224,2,99
3619837,5478422,2,99
3619838,1904,2,205
3619838,2300,2,205
3619838,3619390,2,144
3619838,3619432,2,39
3619838,3619629,2,92
3619838,4036224,2,39
3619838,5478422,2,39
3619838,5478423,2,84
3619847,3619923,2,51
3619847,3619924,2,81
3619847,3619953,2,51
3619847,3619954,2,81
3619847,3663573,2,107
3619847,3663574,2,51
3619847,3663602,2,107
3619847,3663603,2,51
3619847,3663629,2,81
3619847,3663648,2,107
3619847,3663649,2,51
3619847,3663677,2,107
3619847,3663678,2,51
3619847,3663704,2,81
3619848,3619923,2,127
3619848,3619953,2,127
3619848,3663574,2,127
3619848,3663603,2,127
3619848,3663649,2,127
3619848,3663678,2,127
3619849,3619926,2,95
3619849,3619956,2,95
3619849,3663575,2,85
3619849,3663604,2,85
3619849,3663650,2,85
3619849,3663679,2,85
3619850,3619925,2,95
3619850,3619955,2,95
3619850,3663628,2,95
3619850,3663703,2,95
3619852,3619927,2,125
3619852,3619928,2,125
3619852,3619957,2,125
3619852,3619958,2,125
3619856,3663577,2,79
3619856,3663606,2,79
3619856,3663626,2,46
3619856,3663652,2,79
3619856,3663681,2,79
3619856,3663701,2,46
3619857,3663577,2,72
3619857,3663606,2,72
3619857,3663626,2,54
3619857,3663652,2,72
3619857,3663681,2,72
3619857,3663701,2,54
3619860,3619810,2,99
3619860,3619811,2,83
3619860,4035956,2,83
3619860,4035957,2,99
3619861,3619810,2,140
3619861,3619811,2,135
3619861,4035956,2,135
3619861,4035957,2,140
3619862,3619810,2,218
3619862,3619811,2,180
3619862,4035956,2,180
3619862,4035957,2,218
3619863,3619810,2,239
3619863,3619811,2,211
3619863,4035956,2,211
3619863,4035957,2,239
3619870,3619763,2,33
3619871,3619762,2,33
3619872,3619765,2,26
3619872,3730091,2,54
3619872,3730092,2,74
3619873,3619764,2,26
3619873,3730091,2,28
3619873,3730092,2,53
3619874,3619286,2,143
3619874,3619289,2,18
3619874,3619733,2,89
3619874,3619734,2,23
3619874,3619767,2,89
3619874,3687036,2,7
3619875,3619286,2,120
3619875,3619289,2,106
3619875,3619734,2,72
3619875,3619737,2,131
3619875,3619766,2,89
3619875,3687036,2,83
3619875,5150707,2,138
3619875,5150708,2,138
3619876,3619292,2,144
3619876,3619731,2,144
3619876,3619769,2,144
3619877,3619291,2,144
3619877,3619732,2,144
3619877,3619768,2,144
3619878,3619377,2,75
3619878,3619730,2,75
3619878,3619772,2,112
3619879,3619295,2,18
3619879,3619828,2,18
3619880,3619294,2,18
3619880,3619829,2,18
3619881,3619297,2,14
3619881,3619826,2,66
3619881,3619827,2,40
3619882,3619296,2,14
3619882,3619826,2,80
3619882,3619827,2,54
3619892,3619713,2,138
3619892,3619715,2,115
3619892,3619716,2,119
3619893,3619715,2,108
3619893,3619716,2,138
3619894,3619714,2,18
3619894,3619715,2,144
3619894,3619716,2,102
3619895,3619713,2,18
3619895,3619716,2,120
3619896,3620260,2,127
3619896,3620261,2,138
3619898,3619293,2,75
3619898,3619739,2,75
3619898,3619770,2,75
3619898,3619771,2,98
3619898,3619772,2,55
3619901,3619750,2,138
3619901,3619796,2,97
3619901,3619797,2,125
3619901,3686314,2,97
3619901,3686315,2,125
3619901,3686317,2,139
3619901,3686389,2,97
3619901,3686390,2,125
3619901,3686392,2,139
3619901,3686455,2,139
3619901,3686456,2,125
3619901,3686483,2,139
3619901,3686484,2,125
3619902,3619750,2,138
3619902,3619796,2,97
3619902,3619797,2,125
3619902,3686314,2,97
3619902,3686315,2,125
3619902,3686317,2,139
3619902,3686389,2,97
3619902,3686390,2,125
3619902,3686392,2,139
3619902,3686455,2,139
3619902,3686456,2,125
3619902,3686483,2,139
3619902,3686484,2,125
3619903,3619751,2,71
3619903,3619801,2,49
3619904,3619751,2,49
3619904,3619800,2,49
3619905,3619778,2,46
3619905,3619803,2,90
3619906,3619778,2,61
3619906,3619802,2,90
3619907,3619805,2,21
3619908,3619804,2,21
3619909,3619807,2,31
3619909,4035961,2,83
3619909,4035962,2,48
3619910,3619806,2,31
3619910,4035961,2,115
3619910,4035962,2,80
3619911,4035964,2,98
3619912,4035963,2,98
3619913,4035966,2,24
3619914,4035965,2,24
3619914,4035968,2,142
3619929,3619750,2,138
3619929,3619796,2,97
3619929,3619797,2,125
3619929,3686314,2,97
3619929,3686315,2,125
3619929,3686317,2,139
3619929,3686389,2,97
3619929,3686390,2,125
3619929,3686392,2,139
3619929,3686455,2,139
3619929,3686456,2,125
3619929,3686483,2,139
3619929,3686484,2,125
3619930,3619750,2,138
3619930,3619796,2,97
3619930,3619797,2,125
3619930,3686314,2,97
3619930,3686315,2,125
3619930,3686317,2,139
3619930,3686389,2,97
3619930,3686390,2,125
3619930,3686392,2,139
3619930,3686455,2,139
3619930,3686456,2,125
3619930,3686483,2,139
3619930,3686484,2,125
3619931,3619751,2,71
3619931,3619801,2,49
3619932,3619751,2,49
3619932,3619800,2,49
3619937,3619808,2,45
3619937,3619809,2,102
3619937,4035959,2,102
3619937,4035960,2,45
3619938,3619808,2,53
3619938,3619809,2,113
3619938,4035959,2,113
3619938,4035960,2,53
3619939,3619806,2,83
3619939,3619807,2,115
3619939,4035962,2,35
3619940,3619806,2,48
3619940,3619807,2,80
3619940,4035961,2,35
3619941,4035964,2,98
3619942,4035963,2,98
3619943,4035966,2,24
3619944,4035965,2,24
3619944,4035968,2,142
3619959,3619778,2,61
3619959,3619802,2,90
3620232,3730070,2,88
3620233,3730069,2,75
3620233,3730070,2,19
3620234,3730072,2,95
3620235,3730071,2,95
3620236,3686423,2,45
3620236,3686424,2,45
3620236,3686465,2,45
3620236,4909848,2,98
3620236,4909849,2,109
3620237,4909848,2,80
3620237,4909849,2,56
3620238,3730104,2,66
3620238,7170692,2,71
3620240,3686346,2,33
3620240,3686421,2,33
3620240,3730077,2,33
3620240,4677674,2,75
3620240,4677704,2,53
3620240,4677705,2,87
3620240,4677774,2,53
3620240,4677775,2,87
3620241,3686347,2,33
3620241,3686422,2,33
3620241,3686439,2,33
3620241,3686467,2,33
3620241,3730076,2,33
3620241,4677674,2,54
3620241,4677704,2,37
3620241,4677705,2,77
3620241,4677774,2,37
3620241,4677775,2,77
3620242,3686344,2,49
3620242,3686419,2,49
3620242,3730079,2,49
3620243,3686345,2,49
3620243,3686420,2,49
3620243,3686440,2,49
3620243,3686468,2,49
3620243,3730078,2,49
3620244,3730081,2,32
3620245,3730080,2,32
3620246,3730083,2,32
3620247,3730082,2,32
3620250,3730087,2,25
3620251,3730086,2,25
3620258,3619719,2,122
3620258,3619720,2,107
3620259,3619719,2,118
3620259,3619720,2,102
3620261,3619715,2,137
3620261,3619716,2,127
3620266,3619704,2,82
3620267,3619704,2,103
3620268,3619311,2,45
3620269,3619310,2,45
3620270,1680,2,242
3620270,2490,2,242
3620270,3619312,2,33
3620270,3619313,2,19
3620271,1680,2,226
3620271,2490,2,226
3620271,3619312,2,45
3620271,3619313,2,23
3632431,4008270,2,29
3632431,4015831,2,29
3639714,1840,2,211
3639714,2307,2,211
3639714,3681629,2,136
3639714,3681630,2,92
3639714,3681631,2,15
3639714,3681659,2,136
3639714,3681660,2,92
3639714,3681661,2,15
3639714,6741294,2,93
3639714,6741295,2,9
3639714,6741356,2,136
3639714,6741357,2,143
3639714,6741358,2,88
3639714,6741359,2,23
3639714,6741390,2,136
3639714,6741391,2,143
3639714,6741392,2,85
3639714,6741393,2,43
3639714,6741394,2,95
3639714,6741395,2,15
3639715,1840,2,228
3639715,2307,2,228
3639715,3681631,2,101
3639715,3681632,2,129
3639715,3681661,2,101
3639715,3681662,2,129
3639715,6741294,2,16
3639715,6741295,2,92
3639715,6741296,2,129
3639715,6741297,2,116
3639715,6741358,2,43
3639715,6741359,2,96
3639715,6741392,2,38
3639715,6741393,2,103
3639715,6741394,2,29
3639715,6741395,2,101
3639715,6741396,2,129
3639715,6741397,2,116
3639716,3681630,2,129
3639716,3681660,2,129
3639716,6741294,2,139
3639716,6741297,2,27
3639716,6741397,2,27
3639717,3681630,2,116
3639717,3681632,2,27
3639717,3681660,2,116
3639717,3681662,2,27
3639717,6741294,2,128
3639717,6741296,2,27
3639717,6741394,2,140
3639717,6741396,2,27
3639718,6741299,2,18
3639718,6741399,2,18
3639719,3681633,2,18
3639719,3681663,2,18
3639719,6741298,2,18
3639719,6741398,2,18
3639722,6741321,2,27
3639723,6741320,2,27
3639724,6741323,2,22
3639725,6741322,2,22
3639726,6741325,2,13
3639727,6741324,2,13
3639728,6741327,2,18
3639729,6741326,2,18
3639736,7311968,2,46
3639737,7311969,2,46
3639738,7311966,2,16
3639739,7311967,2,16
3639740,7311964,2,19
3639741,7311965,2,19
3639742,4614314,2,63
3639742,4614315,2,63
3639742,7311962,2,16
3639742,7311963,2,16
3639743,4614314,2,63
3639743,4614315,2,63
3639743,7311962,2,16
3639743,7311963,2,16
3663565,3619743,2,91
3663565,3619744,2,36
3663565,3686299,2,56
3663565,3686300,2,36
3663565,3686374,2,56
3663565,3686375,2,36
3663565,3686464,2,36
3663565,3686492,2,36
3663565,3781667,2,36
3663565,3781668,2,126
3663565,4035969,2,109
3663571,3619917,2,88
3663571,3619918,2,59
3663571,3619947,2,88
3663571,3619948,2,59
3663573,3619921,2,143
3663573,3619923,2,90
3663573,3619951,2,143
3663573,3619953,2,90
3663574,3619924,2,127
3663574,3619954,2,127
3663575,3619925,2,85
3663575,3619955,2,85
3663579,3730100,2,41
3663579,4035948,2,41
3663580,4035946,2,40
3663581,1671,2,234
3663581,2481,2,234
3663581,3730101,2,117
3663581,3730102,2,81
3663581,4035998,2,101
3663582,4035997,2,101
3663584,1848,2,216
3663584,2315,2,216
3663594,3619743,2,91
3663594,3619744,2,36
3663594,3686299,2,56
3663594,3686300,2,36
3663594,3686374,2,56
3663594,3686375,2,36
3663594,3686464,2,36
3663594,3686492,2,36
3663594,3781667,2,36
3663594,3781668,2,126
3663594,4035969,2,109
3663600,3619917,2,88
3663600,3619918,2,59
