trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
298,06:02:02,06:02:02,5040075679,2,,,,,
298,06:02:49,06:02:49,5082543198,3,,,,,
298,06:04:49,06:04:49,5082543197,4,,,,,
298,06:05:45,06:05:45,5005192349,5,,,,,
298,06:07:02,06:07:02,5082543196,6,,,,,
298,06:07:58,06:07:58,5036738896,7,,,,,
298,06:09:57,06:09:57,5036738895,8,,,,,
298,06:12:29,06:12:29,5036738894,9,,,,,
298,06:13:55,06:13:55,5036738893,10,,,,,
298,06:14:47,06:14:47,5036738892,11,,,,,
298,06:17:00,06:17:00,5036738891,12,,,,,
298,06:18:33,06:18:33,5036738890,13,,,,,
298,06:20:11,06:20:11,5111743570,14,,,,,
298,06:21:06,06:21:06,5036738889,15,,,,,
298,06:22:22,06:22:22,5036738888,16,,,,,
298,06:23:11,06:23:11,4998106214,17,,,,,
298,06:23:44,06:23:44,5040110846,18,,,,,
298,06:25:00,06:25:00,5039976075,19,,,,,
299,06:00:00,06:00:00,5039976075,1,,,,,
299,06:03:00,06:03:00,5039976074,2,,,,,
299,06:04:06,06:04:06,5054509010,3,,,,,
299,06:05:02,06:05:02,5054509009,4,,,,,
299,06:11:30,06:11:30,5024785675,5,,,,,
299,06:15:29,06:15:29,5040089801,6,,,,,
299,06:19:08,06:19:08,5039895715,7,,,,,
299,06:22:33,06:22:33,5089149952,8,,,,,
299,06:23:07,06:23:07,5040089799,9,,,,,
299,06:24:13,06:24:13,5039895714,10,,,,,
299,06:25:50,06:25:50,5040124407,11,,,,,
299,06:26:27,06:26:27,5039895713,12,,,,,
299,06:27:31,06:27:31,5040124406,13,,,,,
299,06:29:22,06:29:22,5039895712,14,,,,,
299,06:29:45,06:29:45,5040089798,15,,,,,
299,06:31:28,06:31:28,5039895711,16,,,,,
299,06:32:42,06:32:42,5039895710,17,,,,,
299,06:35:39,06:35:39,5040089796,18,,,,,
299,06:36:33,06:36:33,5082556334,19,,,,,
299,06:38:00,06:38:00,5039895708,20,,,,,
296,06:00:00,06:00:00,4981090360,1,,,,,
