route_id,trip_id,service_id,shape_id,direction_id,trip_headsign
7480537,269,0,7480536,1,Abeka Lapaz
7480537,268,0,7480400,0,Accra
7547781,59,0,7547692,1,Accra CMB
7547781,58,0,7547754,0,Bubuashie Ayigbe Town
7495685,55,0,7495671,1,Bubiashie Control (Old Station )
7495685,54,0,7495665,0,Circle
7495800,57,0,7495749,1,Bubiashie-Atico
7495800,56,0,7495720,0,Circle
7478410,51,0,7478379,1,Bubiashie Ayigbe Town
7478410,50,0,7478121,0,Circle
7547675,53,0,7547673,1,Agbogbloshie
7547675,52,0,7547642,0,Banana Inn/Dansoman
7454872,537,0,7454866,1,Achimota
7454872,536,0,7454843,0,Dome Pillar 2
7473499,535,0,7473495,1,Achimota
7548114,63,0,7548047,1,Agbogbloshie
7466844,533,0,7466825,1,Achimota
7466844,532,0,7466810,0,Darkuman
7517276,531,0,7517271,1,Abeka Lapaz
7517276,530,0,7517050,0,Adeyman
7455415,539,0,7455393,1,Achimota
7455415,538,0,7455013,0,Abeka Lapaz
7605155,115,0,7605019,1,Ablekuma
7605155,114,0,7605150,0,Accra CMB
7548761,117,0,7548760,1,Accra CMB
7548761,116,0,7548748,0,Alajo
7497047,111,0,7497041,1,Circle Overhead
7497047,110,0,7496996,0,Madina
7497118,113,0,7497115,1,Circle Overhead
7497118,112,0,7497095,0,Nima mamobi
7497485,119,0,7497484,1,Accra CMB
7497485,118,0,7497295,0,Fan-Milk
7574341,429,0,7574244,1,Accra CMB
7574341,428,0,7574340,0,Pigfarm
7473499,534,0,7473376,0,Dome /Ashongman Estates
7460628,421,0,7460522,1,Kaneshie
7460628,420,0,7460577,0,Orgle-Road
7431840,423,0,7431798,1,Osu
7431840,422,0,7431595,0,Circle
7460396,425,0,7460240,1,Kaneshie
7460396,424,0,7460368,0,Osu
7460180,427,0,7460020,1,Madina
7460180,426,0,7460118,0,Osu
7481933,308,0,7481598,0,Agbogbloshie
7481933,309,0,7481930,1,Accra New Tema Station
7517720,300,0,7517635,0,Agbogbloshie
7517720,301,0,7517718,1,Abeka Lapaz
7582991,302,0,7582989,0,Mataheko
7582991,303,0,7582985,1,Kaneshie
7584117,304,0,7584105,0,New Fadama
7584117,305,0,7584059,1,Accra CMB
7584341,306,0,7584339,0,Accra New Tema Station
7584341,307,0,7584311,1,Abelemkpe
7554981,229,0,7554979,1,Abeka Main Market
7554981,228,0,7554945,0,Mallam Atta
7441932,227,0,7441865,1,37 Lorry Park
7441932,226,0,7441225,0,Tse Addo
7461923,225,0,7461922,1,Korle Bu
7461923,224,0,7461911,0,Abeka Lapaz
7559358,223,0,7559285,1,Dzorwulu
7559358,222,0,7559352,0,Kokomlemle
7461829,221,0,7461775,1,Kaneshie Takoradi Station
7461829,220,0,7461768,0,Russia Last Stop
7463292,391,0,7463255,1,Circle Odorna
7463292,390,0,7463052,0,Tsui Bleoo
7553882,151,0,7553835,1,Accra CMB
7553882,150,0,7553865,0,Darkuman
7499148,153,0,7498817,1,Accra Post - Office
7499148,152,0,7499139,0,Darkuman
7492935,155,0,7492875,1,Circle
7492935,154,0,7492898,0,Dzorwulu
7492990,157,0,7492973,1,Circle
7492990,156,0,7492987,0,East Legon
7554557,159,0,7554291,1,Accra New Tema Station
7554557,158,0,7554533,0,Adjiringanor
7461906,399,0,7461834,1,Kasoa
7461906,398,0,7461838,0,Odorkor
7547619,48,0,7547555,0,Cantonment
7547619,49,0,7547613,1,Accra Bishop
7551894,46,0,7551890,0,Banana Inn
7551894,47,0,7551863,1,Accra New Tema Station
7478026,44,0,7478023,0,Banana Inn
7478026,45,0,7477990,1,Accra Post Office
7476640,42,0,7476413,0,Kaneshie
7476640,43,0,7476521,1,Atico
7547534,40,0,7547356,0,Russia
7547534,41,0,7547497,1,Arena
7474607,5,0,7474605,1,Achimota
7563761,489,0,7563747,1,Chorkor
7563761,488,0,7563757,0,Zongo Junction
7570158,487,0,7570146,1,Agege
7570158,486,0,7570157,0,Zongo Junction
7570243,485,0,7570218,1,Odorna-Circle
7570243,484,0,7570241,0,Zambrama Line
7571012,483,0,7570881,1,Kaneshie
7571012,482,0,7571009,0,Zambrama Line
7571156,481,0,7571129,1,Arena
7571156,480,0,7571153,0,Zambrama Line
7458055,472,0,7457867,0,Sukura
7458055,473,0,7458019,1,Accra New Tema Station
7571215,470,0,7571202,0,Chemuna
7571215,471,0,7571211,1,Accra New Tema Station
7456596,476,0,7456453,0,Banana Inn
7456596,477,0,7456496,1,Accra New Tema Station
7457826,474,0,7457633,0,Trade Fair (La)
7457826,475,0,7457804,1,Accra New Tema Station
7456376,478,0,7456342,0,Zambrama Line
7456376,479,0,7455566,1,Agbogbloshie 2
